kind,source,app,web,use,status
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_fire_13.png,app/src/main/res/drawable-nodpi/sneaker_fire_13.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_lightning_01.png,app/src/main/res/drawable-nodpi/sneaker_lightning_01.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_lightning_02.png,app/src/main/res/drawable-nodpi/sneaker_lightning_02.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_lightning_03.png,app/src/main/res/drawable-nodpi/sneaker_lightning_03.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_lightning_04.png,app/src/main/res/drawable-nodpi/sneaker_lightning_04.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_lightning_05.png,app/src/main/res/drawable-nodpi/sneaker_lightning_05.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_lightning_06.png,app/src/main/res/drawable-nodpi/sneaker_lightning_06.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_lightning_07.png,app/src/main/res/drawable-nodpi/sneaker_lightning_07.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_lightning_08.png,app/src/main/res/drawable-nodpi/sneaker_lightning_08.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_lightning_09.png,app/src/main/res/drawable-nodpi/sneaker_lightning_09.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_lightning_10.png,app/src/main/res/drawable-nodpi/sneaker_lightning_10.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_lightning_11.png,app/src/main/res/drawable-nodpi/sneaker_lightning_11.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_lightning_12.png,app/src/main/res/drawable-nodpi/sneaker_lightning_12.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_lightning_13.png,app/src/main/res/drawable-nodpi/sneaker_lightning_13.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_water_01.png,app/src/main/res/drawable-nodpi/sneaker_water_01.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_water_02.png,app/src/main/res/drawable-nodpi/sneaker_water_02.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_water_03.png,app/src/main/res/drawable-nodpi/sneaker_water_03.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_water_04.png,app/src/main/res/drawable-nodpi/sneaker_water_04.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_water_05.png,app/src/main/res/drawable-nodpi/sneaker_water_05.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_water_06.png,app/src/main/res/drawable-nodpi/sneaker_water_06.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_water_07.png,app/src/main/res/drawable-nodpi/sneaker_water_07.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_water_08.png,app/src/main/res/drawable-nodpi/sneaker_water_08.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_water_09.png,app/src/main/res/drawable-nodpi/sneaker_water_09.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_water_10.png,app/src/main/res/drawable-nodpi/sneaker_water_10.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_water_11.png,app/src/main/res/drawable-nodpi/sneaker_water_11.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_water_12.png,app/src/main/res/drawable-nodpi/sneaker_water_12.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_water_13.png,app/src/main/res/drawable-nodpi/sneaker_water_13.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_wind_01.png,app/src/main/res/drawable-nodpi/sneaker_wind_01.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_wind_02.png,app/src/main/res/drawable-nodpi/sneaker_wind_02.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_wind_03.png,app/src/main/res/drawable-nodpi/sneaker_wind_03.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_wind_04.png,app/src/main/res/drawable-nodpi/sneaker_wind_04.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_wind_05.png,app/src/main/res/drawable-nodpi/sneaker_wind_05.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_wind_06.png,app/src/main/res/drawable-nodpi/sneaker_wind_06.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_wind_07.png,app/src/main/res/drawable-nodpi/sneaker_wind_07.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_wind_08.png,app/src/main/res/drawable-nodpi/sneaker_wind_08.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_wind_09.png,app/src/main/res/drawable-nodpi/sneaker_wind_09.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_wind_10.png,app/src/main/res/drawable-nodpi/sneaker_wind_10.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_wind_11.png,app/src/main/res/drawable-nodpi/sneaker_wind_11.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_wind_12.png,app/src/main/res/drawable-nodpi/sneaker_wind_12.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/sneakers/sneaker_wind_13.png,app/src/main/res/drawable-nodpi/sneaker_wind_13.webp,,신발 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/outfits/outfit_clo_001.png,app/src/main/res/drawable-nodpi/outfit_clo_001.webp,,의상 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/outfits/outfit_clo_002.png,app/src/main/res/drawable-nodpi/outfit_clo_002.webp,,의상 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/outfits/outfit_clo_003.png,app/src/main/res/drawable-nodpi/outfit_clo_003.webp,,의상 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/outfits/outfit_clo_004.png,app/src/main/res/drawable-nodpi/outfit_clo_004.webp,,의상 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/outfits/outfit_clo_005.png,app/src/main/res/drawable-nodpi/outfit_clo_005.webp,,의상 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/outfits/outfit_lum_clo_001.png,app/src/main/res/drawable-nodpi/outfit_lum_clo_001.webp,,의상 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/outfits/outfit_lum_clo_002.png,app/src/main/res/drawable-nodpi/outfit_lum_clo_002.webp,,의상 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/outfits/outfit_lum_clo_003.png,app/src/main/res/drawable-nodpi/outfit_lum_clo_003.webp,,의상 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/outfits/outfit_lum_clo_004.png,app/src/main/res/drawable-nodpi/outfit_lum_clo_004.webp,,의상 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/outfits/outfit_lum_clo_005.png,app/src/main/res/drawable-nodpi/outfit_lum_clo_005.webp,,의상 카탈로그·꾸미기 상품 그림,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/scene-riverside-blue-night-grounded.png,app/src/main/res/drawable-nodpi/scene_home_blue_night.png,,홈·내 정보 또는 러닝의 교체 가능한 독립 배경,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/scene-riverside-dawn-grounded.png,app/src/main/res/drawable-nodpi/scene_home_dawn.png,,홈·내 정보 또는 러닝의 교체 가능한 독립 배경,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/scene-riverside-run-night.png,app/src/main/res/drawable-nodpi/scene_run_night.png,,홈·내 정보 또는 러닝의 교체 가능한 독립 배경,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/scene-riverside-run-sunset.png,app/src/main/res/drawable-nodpi/scene_run_sunset.png,,홈·내 정보 또는 러닝의 교체 가능한 독립 배경,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/running/lumi-run-frame-a-pilot.png,app/src/main/res/drawable-nodpi/run_frame_lumi_a.webp,,러닝 중 기본 착장·NFT 신발 미착용 시 2프레임,APP_CONDITIONAL
image,design/redesign-2026-09/assets/modular/running/lumi-run-frame-b-pilot.png,app/src/main/res/drawable-nodpi/run_frame_lumi_b.webp,,러닝 중 기본 착장·NFT 신발 미착용 시 2프레임,APP_CONDITIONAL
image,design/redesign-2026-09/assets/modular/running/runo-run-frame-a-source.webp,app/src/main/res/drawable-nodpi/run_frame_runo_a.webp,,러닝 중 기본 착장·NFT 신발 미착용 시 2프레임,APP_CONDITIONAL
image,design/redesign-2026-09/assets/modular/running/runo-run-frame-b-pilot.png,app/src/main/res/drawable-nodpi/run_frame_runo_b.webp,,러닝 중 기본 착장·NFT 신발 미착용 시 2프레임,APP_CONDITIONAL
image,design/redesign-2026-09/assets/profile/bench-riverside-v2.png,app/src/main/res/drawable-nodpi/prop_profile_bench_v2.png,,내 정보의 분리된 벤치·앉은 캐릭터; 핑크/WND-010 정확 일치 시,APP_CONDITIONAL
image,design/redesign-2026-09/assets/profile/lumi-seated-pink-v2.png,app/src/main/res/drawable-nodpi/avatar_lumi_sit_studio_pink_v2.png,,내 정보의 분리된 벤치·앉은 캐릭터; 핑크/WND-010 정확 일치 시,APP_CONDITIONAL
image,design/redesign-2026-09/assets/profile/runo-seated-pink-v2.png,app/src/main/res/drawable-nodpi/avatar_runo_sit_studio_pink_v2.png,,내 정보의 분리된 벤치·앉은 캐릭터; 핑크/WND-010 정확 일치 시,APP_CONDITIONAL
image,design/redesign-2026-09/assets/mystery-box/closed.png,app/src/main/res/drawable-nodpi/mystery_box_closed.webp,web/assets/mystery-box-closed.webp,앱·뽑기 웹의 닫힌 상자; 버튼/문구와 분리,APP_ACTIVE
image,design/redesign-2026-09/assets/modular/bench-riverside-pilot.png,,,v2 벤치로 교체된 초기 시안,REFERENCE_ONLY
image,design/redesign-2026-09/assets/modular/lumi-idle-base-pilot.png,,,몸·의상·신발/후면 포즈 합성 시험; 출시 화면에 미사용,REFERENCE_ONLY
image,design/redesign-2026-09/assets/modular/lumi-idle-cap-pink-pilot.png,,,몸·의상·신발/후면 포즈 합성 시험; 출시 화면에 미사용,REFERENCE_ONLY
image,design/redesign-2026-09/assets/modular/lumi-idle-outfit-lavender-pilot.png,,,몸·의상·신발/후면 포즈 합성 시험; 출시 화면에 미사용,REFERENCE_ONLY
image,design/redesign-2026-09/assets/modular/lumi-idle-outfit-lavender-v2-pilot.png,,,몸·의상·신발/후면 포즈 합성 시험; 출시 화면에 미사용,REFERENCE_ONLY
image,design/redesign-2026-09/assets/modular/lumi-idle-outfit-pink-pilot.png,,,몸·의상·신발/후면 포즈 합성 시험; 출시 화면에 미사용,REFERENCE_ONLY
image,design/redesign-2026-09/assets/modular/lumi-idle-shoes-teal-pilot.png,,,몸·의상·신발/후면 포즈 합성 시험; 출시 화면에 미사용,REFERENCE_ONLY
image,design/redesign-2026-09/assets/modular/lumi-idle-shoes-water-pilot.png,,,몸·의상·신발/후면 포즈 합성 시험; 출시 화면에 미사용,REFERENCE_ONLY
image,design/redesign-2026-09/assets/modular/lumi-idle-shoes-water-v2-pilot.png,,,몸·의상·신발/후면 포즈 합성 시험; 출시 화면에 미사용,REFERENCE_ONLY
image,design/redesign-2026-09/assets/modular/lumi-idle-shoes-water-v3-pilot.png,,,몸·의상·신발/후면 포즈 합성 시험; 출시 화면에 미사용,REFERENCE_ONLY
image,design/redesign-2026-09/assets/modular/lumi-run-rear-pink-pilot.png,,,몸·의상·신발/후면 포즈 합성 시험; 출시 화면에 미사용,REFERENCE_ONLY
image,design/redesign-2026-09/assets/modular/lumi-sit-pink-pilot.png,,,v2 루미 앉기 그림으로 교체된 초기 시안,REFERENCE_ONLY
image,design/redesign-2026-09/assets/modular/preview-render.png,,,분리 조합 미리보기; 앱 그림 아님,REFERENCE_ONLY
image,design/redesign-2026-09/assets/modular/runo-run-rear-pink-pilot.png,,,몸·의상·신발/후면 포즈 합성 시험; 출시 화면에 미사용,REFERENCE_ONLY
image,design/redesign-2026-09/assets/modular/runo-sit-pink-pilot.png,,,v2 루노 앉기 그림으로 교체된 초기 시안,REFERENCE_ONLY
sound,design/redesign-2026-09/audio/sfx/ui_tap.wav,app/src/main/res/raw/ui_tap.wav,,가벼운 버튼 터치,APP_EVENT_ACTIVE
sound,design/redesign-2026-09/audio/sfx/ui_select.wav,app/src/main/res/raw/ui_select.wav,,하단 탭·선택 확정,APP_EVENT_ACTIVE
sound,design/redesign-2026-09/audio/sfx/ui_back.wav,app/src/main/res/raw/ui_back.wav,,뒤로 가기,APP_EVENT_ACTIVE
sound,design/redesign-2026-09/audio/sfx/ui_toggle.wav,app/src/main/res/raw/ui_toggle.wav,,설정 토글 전환,APP_EVENT_ACTIVE
sound,design/redesign-2026-09/audio/sfx/ui_sheet_open.wav,app/src/main/res/raw/ui_sheet_open.wav,,시트·상세 패널 열기,APP_EVENT_ACTIVE
sound,design/redesign-2026-09/audio/sfx/ui_sheet_close.wav,app/src/main/res/raw/ui_sheet_close.wav,,시트·상세 패널 닫기,APP_EVENT_ACTIVE
sound,design/redesign-2026-09/audio/sfx/ui_background_switch.wav,app/src/main/res/raw/ui_background_switch.wav,,홈 배경 좌우 전환,APP_EVENT_ACTIVE
sound,design/redesign-2026-09/audio/sfx/item_equip.wav,app/src/main/res/raw/item_equip.wav,,의상·신발 착용 확정,APP_EVENT_ACTIVE
sound,design/redesign-2026-09/audio/sfx/action_success.wav,app/src/main/res/raw/action_success.wav,,저장·게시·참여 성공,APP_EVENT_ACTIVE
sound,design/redesign-2026-09/audio/sfx/action_error.wav,app/src/main/res/raw/action_error.wav,,일반 오류·거절,APP_EVENT_ACTIVE
sound,design/redesign-2026-09/audio/sfx/reward_claim.wav,app/src/main/res/raw/reward_claim.wav,,보상 지급이 확정된 순간,APP_EVENT_ACTIVE
sound,design/redesign-2026-09/audio/sfx/run_countdown.wav,app/src/main/res/raw/run_countdown.wav,,출발 카운트다운 한 박자,APP_EVENT_ACTIVE
sound,design/redesign-2026-09/audio/sfx/run_start.wav,app/src/main/res/raw/run_start.wav,,실제 러닝 시작,APP_EVENT_ACTIVE
sound,design/redesign-2026-09/audio/sfx/run_pause.wav,app/src/main/res/raw/run_pause.wav,,일시정지,APP_EVENT_ACTIVE
sound,design/redesign-2026-09/audio/sfx/run_resume.wav,app/src/main/res/raw/run_resume.wav,,일시정지 후 재개,APP_EVENT_ACTIVE
sound,design/redesign-2026-09/audio/sfx/run_lap.wav,app/src/main/res/raw/run_lap.wav,,랩·구간 완료,APP_EVENT_ACTIVE
sound,design/redesign-2026-09/audio/sfx/run_finish.wav,app/src/main/res/raw/run_finish.wav,,러닝 결과 확정,APP_EVENT_ACTIVE
sound,design/redesign-2026-09/audio/sfx/draw_enter.wav,app/src/main/res/raw/draw_enter.wav,,미스터리 박스 화면 진입,APP_EVENT_ACTIVE
sound,design/redesign-2026-09/audio/sfx/draw_charge.wav,app/src/main/res/raw/draw_charge.wav,web/assets/sounds/draw_charge.wav,거래 확정 후 상자 충전,WEB_TRANSACTION_GATED
sound,design/redesign-2026-09/audio/sfx/draw_box_open.wav,app/src/main/res/raw/draw_box_open.wav,web/assets/sounds/draw_box_open.wav,상자 열림 연출,WEB_TRANSACTION_GATED
sound,design/redesign-2026-09/audio/sfx/draw_reveal_common.wav,app/src/main/res/raw/draw_reveal_common.wav,web/assets/sounds/draw_reveal_common.wav,확정된 일반 결과 공개,WEB_TRANSACTION_GATED
sound,design/redesign-2026-09/audio/sfx/draw_reveal_rare.wav,app/src/main/res/raw/draw_reveal_rare.wav,web/assets/sounds/draw_reveal_rare.wav,확정된 희귀 결과 공개,WEB_TRANSACTION_GATED
sound,design/redesign-2026-09/audio/sfx/draw_reveal_epic.wav,app/src/main/res/raw/draw_reveal_epic.wav,web/assets/sounds/draw_reveal_epic.wav,확정된 에픽 결과 공개,WEB_TRANSACTION_GATED
sound,design/redesign-2026-09/audio/sfx/draw_reveal_legendary.wav,app/src/main/res/raw/draw_reveal_legendary.wav,web/assets/sounds/draw_reveal_legendary.wav,확정된 전설 결과 공개,WEB_TRANSACTION_GATED
sound,design/redesign-2026-09/audio/sfx/draw_cancel.wav,app/src/main/res/raw/draw_cancel.wav,web/assets/sounds/draw_cancel.wav,지갑 서명·거래 취소,WEB_TRANSACTION_GATED
sound,design/redesign-2026-09/audio/sfx/draw_fail.wav,app/src/main/res/raw/draw_fail.wav,web/assets/sounds/draw_fail.wav,뽑기 거래 실패,WEB_TRANSACTION_GATED
sound,design/redesign-2026-09/audio/ambience/ambience_night_river.wav,app/src/main/res/raw/ambience_night_river.wav,,밤 강변 · 홈/러닝/프로필,AMBIENCE_OPT_IN
sound,design/redesign-2026-09/audio/ambience/ambience_dawn_river.wav,app/src/main/res/raw/ambience_dawn_river.wav,,새벽·노을 강변 · 홈/러닝/꾸미기,AMBIENCE_OPT_IN
sound,design/redesign-2026-09/audio/ambience/ambience_wardrobe_terrace.wav,app/src/main/res/raw/ambience_wardrobe_terrace.wav,,옷장 테라스 · 꾸미기,AMBIENCE_OPT_IN
sound-preview,design/redesign-2026-09/audio/preview_all.wav,,,묶음 미리듣기; 런타임 이벤트에 사용하지 않음,PREVIEW_ONLY
sound-preview,design/redesign-2026-09/audio/preview_ambience.wav,,,묶음 미리듣기; 런타임 이벤트에 사용하지 않음,PREVIEW_ONLY
sound-preview,design/redesign-2026-09/audio/preview_highlights.wav,,,묶음 미리듣기; 런타임 이벤트에 사용하지 않음,PREVIEW_ONLY
sound-preview,design/redesign-2026-09/audio/preview_all.mp3,,,묶음 미리듣기; 런타임 이벤트에 사용하지 않음,PREVIEW_ONLY
sound-preview,design/redesign-2026-09/audio/preview_ambience.mp3,,,묶음 미리듣기; 런타임 이벤트에 사용하지 않음,PREVIEW_ONLY
sound-preview,design/redesign-2026-09/audio/preview_highlights.mp3,,,묶음 미리듣기; 런타임 이벤트에 사용하지 않음,PREVIEW_ONLY
